taxa,worms_aphia_id,functional_group,phylum,class,order,family,genus,species,revised_taxa,LWRa,LWRb,LWRSource
Lestidiops jayakari,126354,fish,Chordata,Actinopteri,Aulopiformes,Paralepididae,Lestidiops,Lestidiops jayakari,Lestidiops jayakari,0.00128,2.928,FishBase
Stomias boa,127374,fish,Chordata,Actinopteri,Stomiiformes,Stomiidae,Stomias,Stomias boa,Stomias boa,0.00229,3.16,FB_Baysian_(Sub)family-body shape
Trachyscorpia cristulata,127256,fish,Chordata,Actinopteri,Perciformes,Sebastidae,Trachyscorpia,Trachyscorpia cristulata,Trachyscorpia cristulata,0.00912,3.1,FB_Baysian_(Sub)family-body shape
Liparis liparis,127219,fish,Chordata,Actinopteri,Perciformes,Liparidae,Liparis,Liparis liparis,Liparis liparis,0.0302,3,FishBase
Gasterosteus aculeatus,126505,fish,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,Gasterosteus aculeatus,Gasterosteus aculeatus,0.0105,3.049,FishBase
Scomberesox saurus,126392,fish,Chordata,Actinopteri,Beloniformes,Scomberesocidae,Scomberesox,Scomberesox saurus,Scomberesox saurus,0.0015,3.193,FishBase
Auxis_rochei rochei,127015,fish,Chordata,Actinopteri,Scombriformes,Scombridae,Auxis,Auxis rochei,Auxis rochei,0.0081,3.2,FishBase
Mullus_barbatus barbatus,126985,fish,Chordata,Actinopteri,Mulliformes,Mullidae,Mullus,Mullus barbatus,Mullus barbatus,0.0087,3.11,FishBase
Salmo_trutta trutta,127187,fish,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo trutta,Salmo trutta,0.01,3.03,FishBase
Diplecogaster,125779,fish,Chordata,Actinopteri,Gobiesociformes,Gobiesocidae,Diplecogaster,NA,Diplecogaster,0.02,2.91,MS-S
Gobius auratus,126884,fish,Chordata,Actinopteri,Gobiiformes,Gobiidae,Gobius,Gobius auratus,Gobius auratus,0.01081637,3.0725,Mean_Species
Dasyatis tortonesei,105852,fish,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Dasyatis,Dasyatis tortonesei,Dasyatis tortonesei,0.0091,3.03,FishBase
Chelidonichthys lastoviza,127261,fish,Chordata,Actinopteri,Perciformes,Triglidae,Chelidonichthys,Chelidonichthys lastoviza,Chelidonichthys lastoviza,0.006901566,3.115333,Mean_Species
Epigonus,125967,fish,Chordata,Actinopteri,Acropomatiformes,Epigonidae,Epigonus,NA,Epigonus,0.0045,3.26,FishBase
Microchirus theophila,274303,fish,Chordata,Actinopteri,Pleuronectiformes,Soleidae,Microchirus,Microchirus theophila,Microchirus theophila,0.01105173,3.03,Mean_Species
Remora brachyptera,126851,fish,Chordata,Actinopteri,Carangiformes,Echeneidae,Remora,Remora brachyptera,Remora brachyptera,0.007528721,3.03837037,Modelled_Order
Benthodesmus simonyi,127087,fish,Chordata,Actinopteri,Scombriformes,Trichiuridae,Benthodesmus,Benthodesmus simonyi,Benthodesmus simonyi,4.8e-5,3.42,FishBase
Lesueurigobius suerii,126907,fish,Chordata,Actinopteri,Gobiiformes,Gobiidae,Lesueurigobius,Lesueurigobius suerii,Lesueurigobius suerii,0.006445152,3.0805,Mean_Species
Notoscopelus bolini,158913,fish,Chordata,Actinopteri,Myctophiformes,Myctophidae,Notoscopelus,Notoscopelus bolini,Notoscopelus bolini,0.01161034,3,Mean_Species
Enchelyopus,125742,fish,Chordata,Actinopteri,Gadiformes,Lotidae,Enchelyopus,NA,Enchelyopus,0.0035,3.106,FishBase
Atherina,125659,fish,Chordata,Actinopteri,Atheriniformes,Atherinidae,Atherina,NA,Atherina,0.0045,3.18,FishBase
Ciliata,125741,fish,Chordata,Actinopteri,Gadiformes,Lotidae,Ciliata,NA,Ciliata,0.0027,3.19,MS-S
Notacanthus,125840,fish,Chordata,Actinopteri,Notacanthiformes,Notacanthidae,Notacanthus,NA,Notacanthus,0.0012,3.06,FishBase
Poromitra crassiceps,127273,fish,Chordata,Actinopteri,Beryciformes,Melamphaidae,Poromitra,Poromitra crassiceps,Poromitra crassiceps,0.01023,3.04,FB_Baysian_(Sub)family-body shape
Liza_ramada,1042830,fish,Chordata,Actinopteri,Mugiliformes,Mugilidae,Chelon,Chelon ramada,Chelon ramada,0.0083,3.14,FishBase
Diplodus_sargus sargus,127053,fish,Chordata,Actinopteri,Eupercaria incertae sedis,Sparidae,Diplodus,Diplodus sargus,Diplodus sargus,0.0123,3.14,FishBase
Engraulis_albidus,1575775,fish,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis maeoticus,Engraulis maeoticus,0.0056,3.05,Mean_Species
Hoplostethus_mediterraneus mediterraneus,126404,fish,Chordata,Actinopteri,Trachichthyiformes,Trachichthyidae,Hoplostethus,Hoplostethus mediterraneus,Hoplostethus mediterraneus,0.0603,2.82,FishBase
Scomberesox_saurus saurus,126392,fish,Chordata,Actinopteri,Beloniformes,Scomberesocidae,Scomberesox,Scomberesox saurus,Scomberesox saurus,0.0015,3.193,FishBase
Stomias_boa boa,127374,fish,Chordata,Actinopteri,Stomiiformes,Stomiidae,Stomias,Stomias boa,Stomias boa,0.00229,3.16,Mean_Species
Trachyscorpia_cristulata echinata,127256,fish,Chordata,Actinopteri,Perciformes,Sebastidae,Trachyscorpia,Trachyscorpia cristulata,Trachyscorpia cristulata,0.00912,3.1,FB_Baysian_(Sub)family-body shape
Gasterosteus_aculeatus aculeatus,126505,fish,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,Gasterosteus aculeatus,Gasterosteus aculeatus,0.0105,3.049,FishBase
Liparis_liparis liparis,127219,fish,Chordata,Actinopteri,Perciformes,Liparidae,Liparis,Liparis liparis,Liparis liparis,0.02457642,2.955,Mean_Species
Lepadogaster_candollei,272526,fish,Chordata,Actinopteri,Gobiesociformes,Gobiesocidae,Lepadogaster,Lepadogaster candolii,Lepadogaster candolii,0.0287,3,Mean_Species
Gonostoma_elongatum,221512,fish,Chordata,Actinopteri,Stomiiformes,Gonostomatidae,Sigmops,Sigmops elongatus,Sigmops elongatus,0.00363,3.07,FB_Baysian_(Sub)family-body shape
Lampadena_urophaos atlantica,713102,fish,Chordata,Actinopteri,Myctophiformes,Myctophidae,Lampadena,Lampadena atlantica,Lampadena atlantica,0.01,2.98,FishBase
Epigonus constanciae,126856,fish,Chordata,Actinopteri,Acropomatiformes,Epigonidae,Epigonus,Epigonus constanciae,Epigonus constanciae,0.0045,3.26,FishBase
Trigloporus_lastoviza,127261,fish,Chordata,Actinopteri,Perciformes,Triglidae,Chelidonichthys,Chelidonichthys lastoviza,Chelidonichthys lastoviza,0.006901566,3.115333,Mean_Species
Diplodus_cervinus cervinus,127051,fish,Chordata,Actinopteri,Eupercaria incertae sedis,Sparidae,Diplodus,Diplodus cervinus,Diplodus cervinus,0.0123,3.14,FishBase
Liza_aurata,1044127,fish,Chordata,Actinopteri,Mugiliformes,Mugilidae,Chelon,Chelon auratus,Chelon auratus,0.0083,3.14,FishBase
Diplecogaster_bimaculata bimaculata,126513,fish,Chordata,Actinopteri,Gobiesociformes,Gobiesocidae,Diplecogaster,Diplecogaster bimaculata,Diplecogaster bimaculata,0.02,2.91,MS-S
